array	sample	purity
TCGA-CR-6467-01	TCGA-CR-6467-01A-11D-1869-01	0.66
TCGA-CR-6470-01	TCGA-CR-6470-01A-11D-1869-01	0.49
TCGA-CR-6471-01	TCGA-CR-6471-01A-11D-1869-01	0.53
TCGA-CR-6472-01	TCGA-CR-6472-01A-11D-1869-01	0.75
TCGA-CR-6473-01	TCGA-CR-6473-01A-11D-1869-01	0.86
TCGA-CR-6474-01	TCGA-CR-6474-01A-11D-1869-01	0.2
TCGA-CR-6477-01	TCGA-CR-6477-01A-11D-1869-01	0.29
TCGA-CR-6478-01	TCGA-CR-6478-01A-11D-1869-01	0.28
TCGA-CR-6480-01	TCGA-CR-6480-01A-11D-1869-01	0.78
TCGA-CR-6481-01	TCGA-CR-6481-01A-11D-1869-01	0.31
TCGA-CR-6484-01	TCGA-CR-6484-01A-11D-1869-01	0.3
TCGA-CR-6487-01	TCGA-CR-6487-01A-11D-1869-01	0.39
TCGA-CR-6488-01	TCGA-CR-6488-01A-12D-2077-01	0.29
TCGA-CR-6491-01	TCGA-CR-6491-01A-11D-1869-01	0.75
TCGA-CR-6493-01	TCGA-CR-6493-01A-11D-1869-01	0.67
TCGA-CR-7364-01	TCGA-CR-7364-01A-11D-2010-01	0.54
TCGA-CR-7365-01	TCGA-CR-7365-01A-11D-2010-01	0.51
TCGA-CR-7367-01	TCGA-CR-7367-01A-11D-2010-01	0.34
TCGA-CR-7368-01	TCGA-CR-7368-01A-11D-2128-01	0.71
TCGA-CR-7369-01	TCGA-CR-7369-01A-11D-2128-01	0.53
TCGA-CR-7370-01	TCGA-CR-7370-01A-11D-2128-01	0.62
TCGA-CR-7371-01	TCGA-CR-7371-01A-11D-2010-01	0.39
TCGA-CR-7372-01	TCGA-CR-7372-01A-11D-2010-01	0.41
TCGA-CR-7373-01	TCGA-CR-7373-01A-11D-2010-01	0.45
TCGA-CR-7374-01	TCGA-CR-7374-01A-11D-2010-01	0.65
TCGA-CR-7376-01	TCGA-CR-7376-01A-11D-2128-01	0.16
TCGA-CR-7377-01	TCGA-CR-7377-01A-11D-2010-01	0.24
TCGA-CR-7379-01	TCGA-CR-7379-01A-11D-2010-01	0.37
TCGA-CR-7380-01	TCGA-CR-7380-01A-11D-2010-01	0.66
TCGA-CR-7382-01	TCGA-CR-7382-01A-11D-2128-01	0.21
TCGA-CR-7383-01	TCGA-CR-7383-01A-11D-2128-01	0.33
TCGA-CR-7385-01	TCGA-CR-7385-01A-11D-2010-01	0.51
TCGA-CR-7386-01	TCGA-CR-7386-01A-11D-2010-01	0.31
TCGA-CR-7388-01	TCGA-CR-7388-01A-11D-2010-01	0.4
TCGA-CR-7389-01	TCGA-CR-7389-01A-11D-2010-01	0.41
TCGA-CR-7390-01	TCGA-CR-7390-01A-11D-2010-01	0.47
TCGA-CR-7392-01	TCGA-CR-7392-01A-11D-2010-01	0.23
TCGA-CR-7393-01	TCGA-CR-7393-01A-11D-2010-01	0.26
TCGA-CR-7394-01	TCGA-CR-7394-01A-11D-2010-01	0.2
TCGA-CR-7395-01	TCGA-CR-7395-01A-11D-2010-01	0.24
TCGA-CR-7397-01	TCGA-CR-7397-01A-11D-2010-01	0.18
TCGA-CR-7398-01	TCGA-CR-7398-01A-11D-2010-01	0.79
TCGA-CR-7399-01	TCGA-CR-7399-01A-11D-2010-01	0.51
TCGA-CR-7401-01	TCGA-CR-7401-01A-11D-2010-01	0.33
TCGA-CR-7402-01	TCGA-CR-7402-01A-11D-2010-01	0.61
TCGA-CR-7404-01	TCGA-CR-7404-01A-11D-2128-01	0.4
TCGA-CV-5430-01	TCGA-CV-5430-01A-02D-1682-01	0.57
TCGA-CV-5432-01	TCGA-CV-5432-01A-02D-1682-01	0.47
TCGA-CV-5434-01	TCGA-CV-5434-01A-01D-1682-01	0.58
TCGA-CV-5435-01	TCGA-CV-5435-01A-01D-1682-01	0.66
TCGA-CV-5436-01	TCGA-CV-5436-01A-01D-1510-01	0.68
TCGA-CV-5439-01	TCGA-CV-5439-01A-01D-1682-01	0.47
TCGA-CV-5440-01	TCGA-CV-5440-01A-01D-1510-01	0.69
TCGA-CV-5441-01	TCGA-CV-5441-01A-01D-1510-01	0.63
TCGA-CV-5442-01	TCGA-CV-5442-01A-01D-1510-01	0.85
TCGA-CV-5443-01	TCGA-CV-5443-01A-01D-1510-01	0.58
TCGA-CV-5444-01	TCGA-CV-5444-01A-02D-1510-01	0.27
TCGA-CV-5966-01	TCGA-CV-5966-01A-11D-1682-01	0.26
TCGA-CV-5970-01	TCGA-CV-5970-01A-11D-1682-01	0.4
TCGA-CV-5971-01	TCGA-CV-5971-01A-11D-1682-01	1
TCGA-CV-5973-01	TCGA-CV-5973-01A-11D-1682-01	0.7
TCGA-CV-5976-01	TCGA-CV-5976-01A-11D-1682-01	0.55
TCGA-CV-5977-01	TCGA-CV-5977-01A-11D-1682-01	0.66
TCGA-CV-5978-01	TCGA-CV-5978-01A-11D-1682-01	0.38
TCGA-CV-5979-01	TCGA-CV-5979-01A-11D-1682-01	0.86
TCGA-CV-6003-01	TCGA-CV-6003-01A-11D-1682-01	0.56
TCGA-CV-6433-01	TCGA-CV-6433-01A-11D-1682-01	0.73
TCGA-CV-6436-01	TCGA-CV-6436-01A-11D-1682-01	0.37
TCGA-CV-6441-01	TCGA-CV-6441-01A-11D-1682-01	0.7
TCGA-CV-6933-01	TCGA-CV-6933-01A-11D-1910-01	0.48
TCGA-CV-6934-01	TCGA-CV-6934-01A-11D-1910-01	0.44
TCGA-CV-6935-01	TCGA-CV-6935-01A-11D-1910-01	0.8
TCGA-CV-6936-01	TCGA-CV-6936-01A-11D-1910-01	0.62
TCGA-CV-6937-01	TCGA-CV-6937-01A-11D-2010-01	0.28
TCGA-CV-6938-01	TCGA-CV-6938-01A-11D-1910-01	0.23
TCGA-CV-6939-01	TCGA-CV-6939-01A-11D-1910-01	0.46
TCGA-CV-6940-01	TCGA-CV-6940-01A-11D-1910-01	0.6
TCGA-CV-6941-01	TCGA-CV-6941-01A-11D-1910-01	0.56
TCGA-CV-6942-01	TCGA-CV-6942-01A-21D-2010-01	0.44
TCGA-CV-6943-01	TCGA-CV-6943-01A-11D-1910-01	0.21
TCGA-CV-6945-01	TCGA-CV-6945-01A-11D-1910-01	0.4
TCGA-CV-6948-01	TCGA-CV-6948-01A-11D-1910-01	0.84
TCGA-CV-6950-01	TCGA-CV-6950-01A-11D-1910-01	0.44
TCGA-CV-6951-01	TCGA-CV-6951-01A-11D-1910-01	0.63
TCGA-CV-6952-01	TCGA-CV-6952-01A-11D-1910-01	0.51
TCGA-CV-6953-01	TCGA-CV-6953-01A-11D-1910-01	0.45
TCGA-CV-6954-01	TCGA-CV-6954-01A-11D-1910-01	0.49
TCGA-CV-6955-01	TCGA-CV-6955-01A-11D-2062-01	0.5
TCGA-CV-6956-01	TCGA-CV-6956-01A-21D-2062-01	0.58
TCGA-CV-6959-01	TCGA-CV-6959-01A-11D-1910-01	0.4
TCGA-CV-6960-01	TCGA-CV-6960-01A-41D-2010-01	0.67
TCGA-CV-6961-01	TCGA-CV-6961-01A-21D-1910-01	0.57
TCGA-CV-6962-01	TCGA-CV-6962-01A-11D-1910-01	0.72
TCGA-CV-7089-01	TCGA-CV-7089-01A-11D-2010-01	0.26
TCGA-CV-7090-01	TCGA-CV-7090-01A-11D-2010-01	0.38
TCGA-CV-7091-01	TCGA-CV-7091-01A-11D-2010-01	0.45
TCGA-CV-7095-01	TCGA-CV-7095-01A-21D-2010-01	0.56
TCGA-CV-7097-01	TCGA-CV-7097-01A-11D-2010-01	0.54
TCGA-CV-7099-01	TCGA-CV-7099-01A-41D-2010-01	0.57
TCGA-CV-7100-01	TCGA-CV-7100-01A-11D-2010-01	0.59
TCGA-CV-7101-01	TCGA-CV-7101-01A-11D-2010-01	0.4
TCGA-CV-7102-01	TCGA-CV-7102-01A-11D-2010-01	0.47
TCGA-CV-7103-01	TCGA-CV-7103-01A-21D-2010-01	0.67
TCGA-CV-7104-01	TCGA-CV-7104-01A-11D-2010-01	0.53
TCGA-CV-7177-01	TCGA-CV-7177-01A-11D-2010-01	0.63
TCGA-CV-7178-01	TCGA-CV-7178-01A-21D-2010-01	0.45
TCGA-CV-7180-01	TCGA-CV-7180-01A-11D-2010-01	0.42
TCGA-CV-7183-01	TCGA-CV-7183-01A-11D-2010-01	0.51
TCGA-CV-7235-01	TCGA-CV-7235-01A-11D-2010-01	0.54
TCGA-CV-7236-01	TCGA-CV-7236-01A-11D-2010-01	0.26
TCGA-CV-7238-01	TCGA-CV-7238-01A-11D-2010-01	0.25
TCGA-CV-7242-01	TCGA-CV-7242-01A-11D-2010-01	0.5
TCGA-CV-7243-01	TCGA-CV-7243-01A-11D-2010-01	0.45
TCGA-CV-7245-01	TCGA-CV-7245-01A-11D-2010-01	0.63
TCGA-CV-7247-01	TCGA-CV-7247-01A-11D-2010-01	0.46
TCGA-CV-7248-01	TCGA-CV-7248-01A-11D-2010-01	0.39
TCGA-CV-7250-01	TCGA-CV-7250-01A-11D-2010-01	0.65
TCGA-CV-7252-01	TCGA-CV-7252-01A-11D-2010-01	0.47
TCGA-CV-7253-01	TCGA-CV-7253-01A-11D-2010-01	0.83
TCGA-CV-7254-01	TCGA-CV-7254-01A-11D-2010-01	0.37
TCGA-CV-7255-01	TCGA-CV-7255-01A-11D-2010-01	0.65
TCGA-CV-7261-01	TCGA-CV-7261-01A-11D-2010-01	0.52
TCGA-CV-7263-01	TCGA-CV-7263-01A-11D-2010-01	0.41
TCGA-CV-7406-01	TCGA-CV-7406-01A-11D-2077-01	0.6
TCGA-CV-7407-01	TCGA-CV-7407-01A-11D-2077-01	0.39
TCGA-CV-7410-01	TCGA-CV-7410-01A-21D-2077-01	0.24
TCGA-CV-7411-01	TCGA-CV-7411-01A-11D-2077-01	0.24
TCGA-CV-7413-01	TCGA-CV-7413-01A-11D-2077-01	0.44
TCGA-CV-7414-01	TCGA-CV-7414-01A-11D-2077-01	0.82
TCGA-CV-7415-01	TCGA-CV-7415-01A-11D-2077-01	0.45
TCGA-CV-7416-01	TCGA-CV-7416-01A-11D-2077-01	0.62
TCGA-CV-7418-01	TCGA-CV-7418-01A-11D-2077-01	0.74
TCGA-CV-7421-01	TCGA-CV-7421-01A-11D-2077-01	0.42
TCGA-CV-7422-01	TCGA-CV-7422-01A-21D-2077-01	0.27
TCGA-CV-7423-01	TCGA-CV-7423-01A-11D-2077-01	0.47
TCGA-CV-7424-01	TCGA-CV-7424-01A-11D-2077-01	0.48
TCGA-CV-7425-01	TCGA-CV-7425-01A-11D-2077-01	0.49
TCGA-CV-7427-01	TCGA-CV-7427-01A-11D-2077-01	0.5
TCGA-CV-7429-01	TCGA-CV-7429-01A-11D-2128-01	0.52
TCGA-CV-7430-01	TCGA-CV-7430-01A-11D-2128-01	0.76
TCGA-CV-7432-01	TCGA-CV-7432-01A-11D-2128-01	0.49
TCGA-CV-7433-01	TCGA-CV-7433-01A-11D-2128-01	0.3
TCGA-CV-7434-01	TCGA-CV-7434-01A-11D-2128-01	0.71
TCGA-CV-7435-01	TCGA-CV-7435-01A-11D-2128-01	0.39
TCGA-CV-7437-01	TCGA-CV-7437-01A-21D-2128-01	0.65
TCGA-CV-7438-01	TCGA-CV-7438-01A-21D-2128-01	0.5
TCGA-CV-7440-01	TCGA-CV-7440-01A-11D-2128-01	0.45
TCGA-CV-A45O-01	TCGA-CV-A45O-01A-21D-A24C-01	0.29
TCGA-CV-A45P-01	TCGA-CV-A45P-01A-11D-A24C-01	0.38
TCGA-CV-A45Q-01	TCGA-CV-A45Q-01A-11D-A24C-01	0.54
TCGA-CV-A45R-01	TCGA-CV-A45R-01A-11D-A24C-01	0.43
TCGA-CV-A45T-01	TCGA-CV-A45T-01A-11D-A24C-01	0.21
TCGA-CV-A45U-01	TCGA-CV-A45U-01A-12D-A24C-01	0.34
TCGA-CV-A45V-01	TCGA-CV-A45V-01A-21D-A253-01	0.46
TCGA-CV-A45W-01	TCGA-CV-A45W-01A-11D-A253-01	0.42
TCGA-CV-A45X-01	TCGA-CV-A45X-01A-21D-A253-01	0.34
TCGA-CV-A45Y-01	TCGA-CV-A45Y-01A-11D-A253-01	0.5
TCGA-CV-A45Z-01	TCGA-CV-A45Z-01A-21D-A253-01	0.31
TCGA-CV-A460-01	TCGA-CV-A460-01A-21D-A253-01	0.48
TCGA-CV-A461-01	TCGA-CV-A461-01A-41D-A25X-01	0.46
TCGA-CV-A463-01	TCGA-CV-A463-01A-11D-A25X-01	0.57
TCGA-CV-A464-01	TCGA-CV-A464-01A-11D-A25X-01	0.28
TCGA-CV-A465-01	TCGA-CV-A465-01A-11D-A25X-01	0.33
TCGA-CV-A6JD-01	TCGA-CV-A6JD-01A-11D-A31K-01	0.6
TCGA-CV-A6JE-01	TCGA-CV-A6JE-01A-11D-A31K-01	0.47
TCGA-CV-A6JM-01	TCGA-CV-A6JM-01A-11D-A31K-01	0.58
TCGA-CV-A6JN-01	TCGA-CV-A6JN-01A-11D-A31K-01	0.56
TCGA-CV-A6JO-01	TCGA-CV-A6JO-01B-11D-A34I-01	0.26
TCGA-CV-A6JT-01	TCGA-CV-A6JT-01A-11D-A31K-01	0.5
TCGA-CV-A6JU-01	TCGA-CV-A6JU-01A-11D-A31K-01	0.4
TCGA-CV-A6JY-01	TCGA-CV-A6JY-01A-11D-A31K-01	0.48
TCGA-CV-A6JZ-01	TCGA-CV-A6JZ-01A-11D-A31K-01	0.35
TCGA-CV-A6K0-01	TCGA-CV-A6K0-01B-21D-A31K-01	0.18
TCGA-CV-A6K1-01	TCGA-CV-A6K1-01A-11D-A31K-01	0.64
TCGA-CV-A6K2-01	TCGA-CV-A6K2-01A-11D-A31K-01	0.39
TCGA-CX-7085-01	TCGA-CX-7085-01A-21D-2010-01	0.19
TCGA-CX-7086-01	TCGA-CX-7086-01A-11D-2077-01	0.7
TCGA-CX-7219-01	TCGA-CX-7219-01A-11D-2010-01	0.55
TCGA-CX-A4AQ-01	TCGA-CX-A4AQ-01A-11D-A253-01	0.47
TCGA-D6-6515-01	TCGA-D6-6515-01A-21D-1869-01	0.17
TCGA-D6-6516-01	TCGA-D6-6516-01A-11D-1869-01	0.52
TCGA-D6-6517-01	TCGA-D6-6517-01A-11D-1869-01	0.44
TCGA-D6-6823-01	TCGA-D6-6823-01A-11D-1910-01	0.45
TCGA-D6-6824-01	TCGA-D6-6824-01A-11D-1910-01	0.68
TCGA-D6-6825-01	TCGA-D6-6825-01A-21D-1910-01	0.42
TCGA-D6-6826-01	TCGA-D6-6826-01A-11D-1910-01	0.34
TCGA-D6-6827-01	TCGA-D6-6827-01A-11D-1910-01	0.75
TCGA-D6-8568-01	TCGA-D6-8568-01A-11D-2390-01	0.38
TCGA-D6-8569-01	TCGA-D6-8569-01A-11D-2390-01	0.43
TCGA-D6-A4Z9-01	TCGA-D6-A4Z9-01A-11D-A253-01	0.5
TCGA-D6-A4ZB-01	TCGA-D6-A4ZB-01A-11D-A253-01	0.44
TCGA-D6-A6EK-01	TCGA-D6-A6EK-01A-11D-A31K-01	0.43
TCGA-D6-A6EM-01	TCGA-D6-A6EM-01A-21D-A31K-01	0.32
TCGA-D6-A6EN-01	TCGA-D6-A6EN-01A-11D-A31K-01	0.51
TCGA-D6-A6EO-01	TCGA-D6-A6EO-01A-11D-A31K-01	0.71
TCGA-D6-A6EP-01	TCGA-D6-A6EP-01A-11D-A31K-01	0.83
TCGA-D6-A6EQ-01	TCGA-D6-A6EQ-01A-11D-A31K-01	0.39
TCGA-D6-A6ES-01	TCGA-D6-A6ES-01A-12D-A31K-01	0.72
TCGA-D6-A74Q-01	TCGA-D6-A74Q-01A-11D-A34I-01	0.65
TCGA-DQ-5624-01	TCGA-DQ-5624-01A-01D-1869-01	0.27
TCGA-DQ-5625-01	TCGA-DQ-5625-01A-01D-1869-01	0.46
TCGA-DQ-5629-01	TCGA-DQ-5629-01A-01D-1869-01	0.59
TCGA-DQ-5630-01	TCGA-DQ-5630-01A-01D-1869-01	0.27
TCGA-DQ-5631-01	TCGA-DQ-5631-01A-01D-1869-01	0.58
TCGA-DQ-7588-01	TCGA-DQ-7588-01A-11D-2077-01	0.6
TCGA-DQ-7591-01	TCGA-DQ-7591-01A-11D-2077-01	0.73
TCGA-DQ-7592-01	TCGA-DQ-7592-01A-11D-2077-01	0.46
TCGA-DQ-7593-01	TCGA-DQ-7593-01A-11D-2228-01	0.38
TCGA-DQ-7596-01	TCGA-DQ-7596-01A-11D-2228-01	0.45
TCGA-F7-7848-01	TCGA-F7-7848-01A-11D-2128-01	0.57
TCGA-F7-8298-01	TCGA-F7-8298-01A-11D-2390-01	0.53
TCGA-F7-8489-01	TCGA-F7-8489-01A-31D-2390-01	0.27
TCGA-F7-A50G-01	TCGA-F7-A50G-01A-11D-A25X-01	0.37
TCGA-F7-A50I-01	TCGA-F7-A50I-01A-11D-A28Q-01	0.26
TCGA-F7-A50J-01	TCGA-F7-A50J-01A-21D-A28Q-01	0.31
TCGA-F7-A61S-01	TCGA-F7-A61S-01A-11D-A28Q-01	0.51
TCGA-F7-A61V-01	TCGA-F7-A61V-01A-11D-A28Q-01	0.58
TCGA-F7-A61W-01	TCGA-F7-A61W-01A-11D-A28Q-01	0.82
TCGA-F7-A620-01	TCGA-F7-A620-01A-11D-A28Q-01	0.37
TCGA-F7-A622-01	TCGA-F7-A622-01A-11D-A28Q-01	0.7
TCGA-F7-A623-01	TCGA-F7-A623-01A-11D-A28Q-01	0.41
TCGA-F7-A624-01	TCGA-F7-A624-01A-22D-A30D-01	0.5
TCGA-H7-7774-01	TCGA-H7-7774-01A-21D-2077-01	0.57
TCGA-H7-8501-01	TCGA-H7-8501-01A-11D-2390-01	0.43
TCGA-H7-8502-01	TCGA-H7-8502-01A-11D-2390-01	0.79
TCGA-H7-A6C4-01	TCGA-H7-A6C4-01A-11D-A30D-01	0.35
TCGA-H7-A6C5-01	TCGA-H7-A6C5-01A-11D-A30D-01	0.58
TCGA-H7-A76A-01	TCGA-H7-A76A-01A-51D-A34I-01	0.29
TCGA-HD-7229-01	TCGA-HD-7229-01A-11D-2010-01	0.57
TCGA-HD-7753-01	TCGA-HD-7753-01A-11D-2077-01	0.63
TCGA-HD-7754-01	TCGA-HD-7754-01A-11D-2077-01	0.75
TCGA-HD-7831-01	TCGA-HD-7831-01A-11D-2128-01	0.36
TCGA-HD-7832-01	TCGA-HD-7832-01A-11D-2128-01	0.73
TCGA-HD-8224-01	TCGA-HD-8224-01A-11D-2390-01	0.64
TCGA-HD-8314-01	TCGA-HD-8314-01A-11D-2390-01	0.62
TCGA-HD-8634-01	TCGA-HD-8634-01A-11D-2390-01	0.32
TCGA-HD-8635-01	TCGA-HD-8635-01A-11D-2390-01	0.5
TCGA-HD-A4C1-01	TCGA-HD-A4C1-01A-11D-A24C-01	0.6
TCGA-HD-A633-01	TCGA-HD-A633-01A-11D-A28Q-01	0.64
TCGA-HD-A634-01	TCGA-HD-A634-01A-11D-A28Q-01	0.82
TCGA-HD-A6HZ-01	TCGA-HD-A6HZ-01A-12D-A31K-01	0.34
TCGA-HD-A6I0-01	TCGA-HD-A6I0-01A-11D-A31K-01	0.57
TCGA-IQ-7630-01	TCGA-IQ-7630-01A-11D-2077-01	0.58
TCGA-IQ-7631-01	TCGA-IQ-7631-01A-11D-2077-01	0.8
TCGA-IQ-7632-01	TCGA-IQ-7632-01A-11D-2077-01	0.24
TCGA-IQ-A61E-01	TCGA-IQ-A61E-01A-22D-A30D-01	0.32
TCGA-IQ-A61G-01	TCGA-IQ-A61G-01A-11D-A30D-01	0.75
TCGA-IQ-A61H-01	TCGA-IQ-A61H-01A-11D-A30D-01	0.42
TCGA-IQ-A61I-01	TCGA-IQ-A61I-01A-11D-A30D-01	0.73
TCGA-IQ-A61J-01	TCGA-IQ-A61J-01A-11D-A30D-01	0.41
TCGA-IQ-A61K-01	TCGA-IQ-A61K-01A-11D-A30D-01	0.61
TCGA-IQ-A61L-01	TCGA-IQ-A61L-01A-11D-A30D-01	0.45
TCGA-IQ-A61O-01	TCGA-IQ-A61O-01A-11D-A30D-01	0.38
TCGA-IQ-A6SG-01	TCGA-IQ-A6SG-01A-12D-A34I-01	0.48
TCGA-IQ-A6SH-01	TCGA-IQ-A6SH-01A-12D-A34I-01	0.53
TCGA-KU-A66S-01	TCGA-KU-A66S-01A-21D-A30D-01	0.78
TCGA-KU-A66T-01	TCGA-KU-A66T-01A-11D-A30D-01	0.86
TCGA-KU-A6H7-01	TCGA-KU-A6H7-01A-11D-A31K-01	0.54
TCGA-KU-A6H7-06	TCGA-KU-A6H7-06A-21D-A31K-01	0.82
TCGA-KU-A6H8-01	TCGA-KU-A6H8-01A-21D-A34I-01	0.28
TCGA-MT-A51W-01	TCGA-MT-A51W-01A-21D-A25X-01	0.22
TCGA-MT-A51X-01	TCGA-MT-A51X-01A-11D-A25X-01	0.45
TCGA-MT-A67A-01	TCGA-MT-A67A-01A-11D-A30D-01	0.5
TCGA-MT-A67D-01	TCGA-MT-A67D-01A-31D-A30D-01	0.34
TCGA-MT-A67F-01	TCGA-MT-A67F-01A-11D-A30D-01	0.24
TCGA-MT-A67G-01	TCGA-MT-A67G-01A-11D-A30D-01	0.52
TCGA-MT-A7BN-01	TCGA-MT-A7BN-01A-12D-A34I-01	0.51
TCGA-MZ-A5BI-01	TCGA-MZ-A5BI-01A-31D-A34I-01	0.5
TCGA-MZ-A6I9-01	TCGA-MZ-A6I9-01A-11D-A31K-01	0.37
TCGA-MZ-A7D7-01	TCGA-MZ-A7D7-01A-21D-A34I-01	0.66
TCGA-P3-A5Q5-01	TCGA-P3-A5Q5-01A-11D-A28Q-01	0.48
TCGA-P3-A5Q6-01	TCGA-P3-A5Q6-01A-11D-A28Q-01	0.46
TCGA-P3-A5QA-01	TCGA-P3-A5QA-01A-11D-A28Q-01	0.43
TCGA-P3-A5QE-01	TCGA-P3-A5QE-01A-11D-A28Q-01	0.71
TCGA-P3-A5QF-01	TCGA-P3-A5QF-01A-11D-A28Q-01	0.81
TCGA-P3-A6SW-01	TCGA-P3-A6SW-01A-11D-A34I-01	0.32
TCGA-P3-A6SX-01	TCGA-P3-A6SX-01A-11D-A34I-01	0.64
TCGA-P3-A6T0-01	TCGA-P3-A6T0-01A-12D-A34I-01	0.7
TCGA-P3-A6T2-01	TCGA-P3-A6T2-01A-11D-A34I-01	0.78
TCGA-P3-A6T3-01	TCGA-P3-A6T3-01A-11D-A34I-01	0.55
TCGA-P3-A6T4-01	TCGA-P3-A6T4-01A-11D-A34I-01	0.45
TCGA-P3-A6T5-01	TCGA-P3-A6T5-01A-11D-A34I-01	0.42
TCGA-P3-A6T6-01	TCGA-P3-A6T6-01A-11D-A34I-01	0.72
TCGA-P3-A6T7-01	TCGA-P3-A6T7-01A-11D-A34I-01	0.51
TCGA-P3-A6T8-01	TCGA-P3-A6T8-01A-11D-A34I-01	0.47
TCGA-QK-A64Z-01	TCGA-QK-A64Z-01A-11D-A30D-01	0.44
TCGA-QK-A652-01	TCGA-QK-A652-01A-11D-A30D-01	0.33
TCGA-QK-A6IF-01	TCGA-QK-A6IF-01A-11D-A31K-01	0.6
TCGA-QK-A6IG-01	TCGA-QK-A6IG-01A-11D-A31K-01	0.47
TCGA-QK-A6IH-01	TCGA-QK-A6IH-01A-11D-A31K-01	0.76
TCGA-QK-A6II-01	TCGA-QK-A6II-01A-11D-A31K-01	0.58
TCGA-QK-A6IJ-01	TCGA-QK-A6IJ-01A-11D-A31K-01	0.32
TCGA-QK-A6V9-01	TCGA-QK-A6V9-01A-11D-A34I-01	0.61
TCGA-QK-A6VB-01	TCGA-QK-A6VB-01A-12D-A34I-01	0.78
TCGA-QK-A6VC-01	TCGA-QK-A6VC-01A-23D-A34I-01	0.21
TCGA-QK-A8Z7-01	TCGA-QK-A8Z7-01A-11D-A390-01	0.7
TCGA-QK-A8Z8-01	TCGA-QK-A8Z8-01A-11D-A390-01	0.7
TCGA-QK-A8Z9-01	TCGA-QK-A8Z9-01B-11D-A390-01	0.41
TCGA-QK-A8ZA-01	TCGA-QK-A8ZA-01A-11D-A390-01	0.69
TCGA-QK-A8ZB-01	TCGA-QK-A8ZB-01A-11D-A390-01	0.46
TCGA-QK-AA3J-01	TCGA-QK-AA3J-01A-11D-A390-01	0.75
TCGA-QK-AA3K-01	TCGA-QK-AA3K-01A-11D-A390-01	0.46
TCGA-RS-A6TO-01	TCGA-RS-A6TO-01A-32D-A34I-01	0.42
TCGA-RS-A6TP-01	TCGA-RS-A6TP-01A-12D-A34I-01	0.88
TCGA-T2-A6WX-01	TCGA-T2-A6WX-01A-12D-A34I-01	0.5
TCGA-T2-A6WZ-01	TCGA-T2-A6WZ-01A-21D-A34I-01	0.49
TCGA-T2-A6X0-01	TCGA-T2-A6X0-01A-11D-A34I-01	0.7
TCGA-T2-A6X2-01	TCGA-T2-A6X2-01A-12D-A34I-01	0.62
TCGA-T3-A92M-01	TCGA-T3-A92M-01A-31D-A390-01	0.4
TCGA-T3-A92N-01	TCGA-T3-A92N-01A-11D-A390-01	0.67
TCGA-TN-A7HI-01	TCGA-TN-A7HI-01A-11D-A34I-01	0.73
TCGA-TN-A7HJ-01	TCGA-TN-A7HJ-01A-12D-A34I-01	0.28
TCGA-TN-A7HL-01	TCGA-TN-A7HL-01A-11D-A34I-01	0.47
TCGA-UF-A718-01	TCGA-UF-A718-01A-22D-A34I-01	0.49
TCGA-UF-A71A-01	TCGA-UF-A71A-01A-22D-A34I-01	0.68
TCGA-UF-A71A-06	TCGA-UF-A71A-06A-11D-A390-01	0.8
TCGA-UF-A71B-01	TCGA-UF-A71B-01A-12D-A34I-01	0.55
TCGA-UF-A71D-01	TCGA-UF-A71D-01A-12D-A34I-01	0.63
TCGA-UF-A71E-01	TCGA-UF-A71E-01A-31D-A34I-01	0.67
TCGA-UF-A7J9-01	TCGA-UF-A7J9-01A-12D-A34I-01	0.51
TCGA-UF-A7JA-01	TCGA-UF-A7JA-01A-12D-A34I-01	0.25
TCGA-UF-A7JC-01	TCGA-UF-A7JC-01A-21D-A34I-01	0.81
TCGA-UF-A7JD-01	TCGA-UF-A7JD-01A-11D-A34I-01	0.4
TCGA-UF-A7JF-01	TCGA-UF-A7JF-01A-11D-A34I-01	0.6
TCGA-UF-A7JH-01	TCGA-UF-A7JH-01A-21D-A34I-01	0.55
TCGA-UF-A7JJ-01	TCGA-UF-A7JJ-01A-11D-A34I-01	0.24
TCGA-UF-A7JK-01	TCGA-UF-A7JK-01A-11D-A34I-01	0.61
TCGA-UF-A7JO-01	TCGA-UF-A7JO-01A-11D-A34I-01	0.43
TCGA-UF-A7JS-01	TCGA-UF-A7JS-01A-11D-A34I-01	0.61
TCGA-UF-A7JT-01	TCGA-UF-A7JT-01A-11D-A34I-01	0.46
TCGA-UF-A7JV-01	TCGA-UF-A7JV-01A-11D-A34I-01	0.45
TCGA-UP-A6WW-01	TCGA-UP-A6WW-01A-12D-A34I-01	0.84
TCGA-WA-A7GZ-01	TCGA-WA-A7GZ-01A-11D-A34I-01	0.43
TCGA-WA-A7H4-01	TCGA-WA-A7H4-01A-21D-A34I-01	0.18
TCGA-KL-8323-01	TCGA-KL-8323-01A-21D-2308-01	0.92
TCGA-KL-8324-01	TCGA-KL-8324-01A-11D-2308-01	0.92
TCGA-KL-8325-01	TCGA-KL-8325-01A-11D-2308-01	0.96
TCGA-KL-8326-01	TCGA-KL-8326-01A-11D-2308-01	0.82
TCGA-KL-8328-01	TCGA-KL-8328-01A-11D-2308-01	0.94
TCGA-KL-8329-01	TCGA-KL-8329-01A-11D-2308-01	0.82
TCGA-KL-8330-01	TCGA-KL-8330-01A-11D-2308-01	0.97
